_id,Operating Name,Category,Issued,Licence Address Line 1,city_std,latitude,longitude
88134,SUBWAY SUB,EATING OR DRINKING ESTABLISHMENT,2005-01-12,393-395 FRONT ST W,TORONTO,,
88135,ELGREEKO,EATING OR DRINKING ESTABLISHMENT,2004-12-09,"1 YORK GATE BLVD, F-4-1",TORONTO,,
88136,PIZZA NOVA # 67,EATING OR DRINKING ESTABLISHMENT,2005-01-28,"395 BAMBURGH CIR, #103",TORONTO,,
88137,PHO 88,EATING OR DRINKING ESTABLISHMENT,2005-02-02,"325 BAMBURGH CIR, #105",TORONTO,,
88138,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2005-05-12,2044 LAWRENCE AVE E,TORONTO,,
88139,NOODLE KING,EATING OR DRINKING ESTABLISHMENT,2005-01-26,"123 QUEEN ST W, C-52",TORONTO,,
88140,ESTHER QUEEN OF SOUPS,EATING OR DRINKING ESTABLISHMENT,2005-01-19,"2 BLOOR ST W, C-17",TORONTO,,
88141,TIM HORTONS #2721,EATING OR DRINKING ESTABLISHMENT,2005-06-21,415 DANFORTH RD,TORONTO,,
88142,THE CROISSANT TREE,EATING OR DRINKING ESTABLISHMENT,2004-12-30,625 CHURCH ST,TORONTO,,
88143,DOMINO'S PIZZA,EATING OR DRINKING ESTABLISHMENT,2005-02-10,1195 BRIMLEY RD,TORONTO,,
88144,CLOAK & DAGGER IRISH PUB,EATING OR DRINKING ESTABLISHMENT,2005-11-16,394 COLLEGE ST,TORONTO,43.65685684844497,-79.4057270657445
88145,YUMMY WOK & B B Q  HOUSE,EATING OR DRINKING ESTABLISHMENT,2006-01-16,1959 FINCH AVE W,TORONTO,43.757189509281154,-79.51827332073651
88146,JERUSALEM RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-05-10,4777 LESLIE ST,TORONTO,,
88147,SUBWAY,EATING OR DRINKING ESTABLISHMENT,2006-03-07,1620 BIRCHMOUNT RD,TORONTO,,
88148,FORTUNE SEAFOOD RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-12-22,"3833 MIDLAND AVE, #10",TORONTO,,
88149,DAROSA CAFE AND RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-01-18,2853 DUFFERIN ST,TORONTO,,
88150,MR SOUVLAKI,EATING OR DRINKING ESTABLISHMENT,2006-06-01,"200 FRONT ST W, F007",TORONTO,,
88151,LETTIERI ESPRESSO & CAFE,EATING OR DRINKING ESTABLISHMENT,2005-12-22,"200 ELIZABETH ST, R22-C",TORONTO,,
88152,MR.SUB,EATING OR DRINKING ESTABLISHMENT,2006-02-27,2824 MARKHAM RD,TORONTO,,
88153,THE OLD HOUSE,EATING OR DRINKING ESTABLISHMENT,2006-02-08,3 GLEN WATFORD DR,TORONTO,,
88154,AU PAIN DORE,EATING OR DRINKING ESTABLISHMENT,2006-02-08,"25 THE WEST MALL, #1195A",TORONTO,,
88155,TIM HORTONS STORE # 2844,EATING OR DRINKING ESTABLISHMENT,2006-03-29,3495 LAWRENCE AVE E,TORONTO,,
88156,QUAIL & FIRKIN,EATING OR DRINKING ESTABLISHMENT,2006-01-17,1055 YONGE ST,TORONTO,,
88157,GOOD BITE RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-01-25,2463 YONGE ST,TORONTO,,
88158,WIDE OPEN,EATING OR DRINKING ESTABLISHMENT,2006-02-01,139A SPADINA AVE,TORONTO,,
88159,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-03-20,"101 COLLEGE ST, RG14",TORONTO,,
88160,A & W RESTAURANT SCARBOROUGH TOWN CENTRE,EATING OR DRINKING ESTABLISHMENT,2006-03-08,"300 BOROUGH DR, #732",TORONTO,,
88161,A SUN SHINE,EATING OR DRINKING ESTABLISHMENT,2006-03-09,796 SHEPPARD AVE E,TORONTO,,
88162,MR ZEE'S BAR AND EATERY RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-02-08,1523 BIRCHMOUNT RD,TORONTO,,
88163,STARBUCKS COFFEE #4637,EATING OR DRINKING ESTABLISHMENT,2006-05-26,941 COLLEGE ST,TORONTO,43.6536037740599,-79.4263897751989
88164,STARBUCKS COFFEE #4646,EATING OR DRINKING ESTABLISHMENT,2006-05-26,"1005 KING ST W, #7",TORONTO,,
88165,WIMPY'S DINER RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-03-09,3555 ST CLAIR AVE E,TORONTO,,
88166,ARAMARK CANADA,EATING OR DRINKING ESTABLISHMENT,2005-02-28,70 THE POND RD,TORONTO,,
88167,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2005-02-16,5470 DUNDAS ST W,TORONTO,43.6321205564584,-79.5447016215386
88168,FALEY RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-03-01,"42 REXDALE BLVD, #10",TORONTO,,
88169,YOGEN FRUZ,EATING OR DRINKING ESTABLISHMENT,2005-02-24,"1800 SHEPPARD AVE E, ZL-10",TORONTO,,
88170,JIMMY THE GREEK,EATING OR DRINKING ESTABLISHMENT,2005-02-17,"100 WELLINGTON ST W, BOX 220",TORONTO,,
88171,NEW ORLEANS SEAFOOD & STEAKHOUSE,EATING OR DRINKING ESTABLISHMENT,2005-02-03,267 SCARLETT RD,TORONTO,,
88172,JACK ASTORS,EATING OR DRINKING ESTABLISHMENT,2005-02-03,144-146 FRONT ST W,TORONTO,,
88173,PINA FOOD,EATING OR DRINKING ESTABLISHMENT,2005-02-24,211 STEELES AVE E,TORONTO,,
88174,PINA FOOD,EATING OR DRINKING ESTABLISHMENT,2005-03-16,105 ERINGATE DR,TORONTO,43.6599066374234,-79.5833264904912
88175,MISTER YUMMY,EATING OR DRINKING ESTABLISHMENT,2005-02-15,"2340 DUNDAS ST W, G16-17",TORONTO,,
88176,PHO VIETNAM FAMILY RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-02-25,1280 KENNEDY RD,TORONTO,,
88177,CONGEE WONG,EATING OR DRINKING ESTABLISHMENT,2005-03-11,"10 RAVEL RD, #5-6",TORONTO,,
88178,MONTEGO JERK RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-05-12,"1 YORK GATE BLVD, #140B",TORONTO,,
88179,WILLY'S JERK RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-06-09,"1616 WILSON AVE, #3",TORONTO,,
88180,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-10-10,939 LAWRENCE AVE E,TORONTO,,
88181,BENTO SUSHI,EATING OR DRINKING ESTABLISHMENT,2005-03-24,"825 DON MILLS RD, HMR",TORONTO,,
88182,ASIAN GOURMET,EATING OR DRINKING ESTABLISHMENT,2005-05-11,"3495 LAWRENCE AVE E, CB018F",TORONTO,,
88183,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2005-05-02,1896 EGLINTON AVE E,TORONTO,,
88184,STARBUCKS COFFEE #4581,EATING OR DRINKING ESTABLISHMENT,2005-03-31,1842 QUEEN ST E,TORONTO,,
88185,RONNIE'S LOCAL 069,EATING OR DRINKING ESTABLISHMENT,2005-03-16,69 NASSAU ST,TORONTO,43.655189049023065,-79.4024716829883
88186,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2005-04-06,1564 ROYAL YORK RD,TORONTO,,
88187,APPLE CAFE,EATING OR DRINKING ESTABLISHMENT,2005-07-19,840 COXWELL AVE,TORONTO,,
88188,MULAN CHINESE CUISINE,EATING OR DRINKING ESTABLISHMENT,2005-05-06,"747 DON MILLS RD, #21C",TORONTO,,
88189,CALDENSE BAKERY & PASTRIES,EATING OR DRINKING ESTABLISHMENT,2005-07-21,3497 DUNDAS ST W,TORONTO,43.6656415548319,-79.4885397351462
88190,BEACH HOUSE BUILDING # 19,EATING OR DRINKING ESTABLISHMENT,2005-05-26,1 CENTRE ISLAND PK,TORONTO,,
88191,CENTRE BUILDING # 38,EATING OR DRINKING ESTABLISHMENT,2005-05-27,1 CENTRE ISLAND PK,TORONTO,,
88192,HANLAN I BUILDING # 1,EATING OR DRINKING ESTABLISHMENT,2005-05-27,1 CENTRE ISLAND PK,TORONTO,,
88193,TORONTO ISLAND BBQ AND BEER COMPANY,EATING OR DRINKING ESTABLISHMENT,2005-05-27,17 AVENUE OF THE ISLANDS,TORONTO,,
88194,CAROUSEL CAFE,EATING OR DRINKING ESTABLISHMENT,2005-05-27,17 AVENUE OF THE ISLANDS,TORONTO,,
88195,STARBUCKS COFFEE CANADA #4613,EATING OR DRINKING ESTABLISHMENT,2005-06-14,3079-3081 BLOOR ST W,TORONTO,,
88196,SWAY-BAR,EATING OR DRINKING ESTABLISHMENT,2005-07-13,1335 ST CLAIR AVE W,TORONTO,43.676497454653806,-79.44969393392847
88197,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2005-05-31,3400 VICTORIA PARK AVE,TORONTO,,
88198,QUIK SUSHI,EATING OR DRINKING ESTABLISHMENT,2005-08-09,"91 FRONT ST E, #27B",TORONTO,,
88199,PIZZA PIZZA,EATING OR DRINKING ESTABLISHMENT,2005-10-28,"1700 WILSON AVE, #193",TORONTO,,
88200,PIZZA PIZZA,EATING OR DRINKING ESTABLISHMENT,2005-05-24,1721 BLOOR ST W,TORONTO,43.65482884469874,-79.45951935276194
88201,JOHN'S MEDITERRANEAN CUISINE,EATING OR DRINKING ESTABLISHMENT,2005-06-16,5090 DUNDAS ST W,TORONTO,43.644988081414134,-79.53218784141065
88202,WALLY'S GRILL,EATING OR DRINKING ESTABLISHMENT,2005-05-12,"123B REXDALE BLVD, #1",TORONTO,,
88203,LAKESHORE SUPER SUBMARINE,EATING OR DRINKING ESTABLISHMENT,2005-06-09,2939 LAKE SHORE BLVD W,TORONTO,43.600736615644266,-79.50539557760385
88204,DEL PURO SABOR LA FUENTE,EATING OR DRINKING ESTABLISHMENT,2005-07-19,"9 MILVAN DR, #3-4",TORONTO,,
88205,SUBWAY SANDWICHES,EATING OR DRINKING ESTABLISHMENT,2005-10-26,"900 DUFFERIN ST, #80",TORONTO,,
88206,FRESH BEVERAGES,EATING OR DRINKING ESTABLISHMENT,2005-07-22,"8 WESTMORE DR, #507",TORONTO,,
88207,JAMAICAN CANADIAN CUISINE,EATING OR DRINKING ESTABLISHMENT,2005-10-28,"8 WESTMORE DR, F2",TORONTO,,
88208,TOV-LI PIZZA & FALAFEL,EATING OR DRINKING ESTABLISHMENT,2005-09-13,5982 BATHURST ST,TORONTO,,
88209,BOOSTER JUICE,EATING OR DRINKING ESTABLISHMENT,2005-09-27,"399 BATHURST ST, F",TORONTO,,
88210,NAOMI,EATING OR DRINKING ESTABLISHMENT,2006-03-24,112 ATLANTIC AVE,TORONTO,,
88211,M&D WEST INDIAN CUISINE,EATING OR DRINKING ESTABLISHMENT,2005-09-16,"8 WESTMORE DR, BOOTH F3",TORONTO,,
88212,PANINO CAPPUCINO,EATING OR DRINKING ESTABLISHMENT,2005-06-27,3218 WESTON RD,TORONTO,,
88213,FEDERICK RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-08-12,"1920 ELLESMERE RD, #102",TORONTO,,
88214,EDMUNDO SNACK BAR & BILLIARDS,EATING OR DRINKING ESTABLISHMENT,2005-07-28,367A OAKWOOD AVE,TORONTO,,
88215,BOSTON PIZZA,EATING OR DRINKING ESTABLISHMENT,2005-09-19,"400 PROGRESS AVE, D7",TORONTO,,
88216,SUNRISE GRILL & CREPE,EATING OR DRINKING ESTABLISHMENT,2006-05-31,417 RONCESVALLES AVE,TORONTO,,
88217,TIM HORTON,EATING OR DRINKING ESTABLISHMENT,2005-09-07,3321 DUFFERIN ST,TORONTO,,
88218,TIM HORTON # 1021,EATING OR DRINKING ESTABLISHMENT,2006-07-06,2355 KEELE ST,TORONTO,,
88219,ORANGE SNAIL PUB,EATING OR DRINKING ESTABLISHMENT,2005-08-19,"4700 KEELE ST, #107",TORONTO,,
88220,VIVETHA BISTRO,EATING OR DRINKING ESTABLISHMENT,2005-08-24,2485 QUEEN ST E,TORONTO,,
88221,AVENUE CAFE + BISTRO,EATING OR DRINKING ESTABLISHMENT,2005-09-16,480 UNIVERSITY AVE,TORONTO,,
88222,SETTE CUCINA,EATING OR DRINKING ESTABLISHMENT,2005-12-02,"2700 DUFFERIN ST, #7",TORONTO,,
88223,ATHENS PASTRIES & PIES,EATING OR DRINKING ESTABLISHMENT,2006-02-15,509 DANFORTH AVE,TORONTO,,
88224,FAST FRESH FOODS,EATING OR DRINKING ESTABLISHMENT,2006-01-04,"199 BAY ST, C116",TORONTO,,
88225,SPICY DRAGON RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2005-09-19,"1060 KENNEDY RD, #2",TORONTO,,
88226,SUPERMARKET RESTAURANT & BAR,EATING OR DRINKING ESTABLISHMENT,2005-10-28,268 AUGUSTA AVE,TORONTO,,
88227,THE BISHOP AND THE BELCHER,EATING OR DRINKING ESTABLISHMENT,2005-10-07,"175 BLOOR ST E, R4 & R6",TORONTO,,
88228,CHICKEN IN THE KITCHEN,EATING OR DRINKING ESTABLISHMENT,2005-09-19,"5600 YONGE ST, FL1",TORONTO,,
88229,TIM HORTON'S,EATING OR DRINKING ESTABLISHMENT,2006-01-17,"75 ELLESMERE RD, B1",TORONTO,,
88230,FATMH TAKE OUT FOOD,EATING OR DRINKING ESTABLISHMENT,2006-09-15,"2202 DUNDAS ST W, A",TORONTO,,
88231,DAIRY QUEEN,EATING OR DRINKING ESTABLISHMENT,2006-03-23,625 PHARMACY AVE,TORONTO,,
88232,REGINO'S PIZZA/WINGS WIZARD,EATING OR DRINKING ESTABLISHMENT,2006-03-23,"3331 DANFORTH AVE, #4",TORONTO,,
88233,SUBWAY SANDWICHES,EATING OR DRINKING ESTABLISHMENT,2006-06-05,5091 SHEPPARD AVE E,TORONTO,,
88234,SUBWAY,EATING OR DRINKING ESTABLISHMENT,2006-05-31,4907 BATHURST ST,TORONTO,,
88235,MEGA WRAPS,EATING OR DRINKING ESTABLISHMENT,2006-03-29,"200 ELIZABETH ST, R2",TORONTO,,
88236,S S 2 FAMOUS BAAR & RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-06-26,415 ROYAL YORK RD,TORONTO,,
88237,THAI ISLAND RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-03-24,"100 WELLINGTON ST W, WS11",TORONTO,,
88238,POPEYE'S CHICKEN & SEAFOODS,EATING OR DRINKING ESTABLISHMENT,2006-05-31,"3865 JANE ST, #31E",TORONTO,,
88239,RUBY THAI/SHANGHAI 360,EATING OR DRINKING ESTABLISHMENT,2006-05-08,"260 YONGE ST, FC04",TORONTO,,
88240,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-05-08,2245 YONGE ST,TORONTO,,
88241,VESTA LUNCH,EATING OR DRINKING ESTABLISHMENT,2006-05-09,472-474 DUPONT ST,TORONTO,,
88242,LEMONGRASS,EATING OR DRINKING ESTABLISHMENT,2006-05-09,847 ALBION RD,TORONTO,43.734943589697416,-79.56048548213852
88243,CHURRASCO OF ST LAWRENCE,EATING OR DRINKING ESTABLISHMENT,2006-05-17,"91 FRONT ST E, #49",TORONTO,,
88244,WENDY'S,EATING OR DRINKING ESTABLISHMENT,2006-04-25,2013 LAWRENCE AVE W,TORONTO,43.70121436203115,-79.51159850222965
88245,SWISS BAKERY & FAST FOOD,EATING OR DRINKING ESTABLISHMENT,2006-05-08,2984 DANFORTH AVE,TORONTO,,
88246,KOREAN GRILL HOUSE,EATING OR DRINKING ESTABLISHMENT,2006-05-15,754 YONGE ST,TORONTO,,
88247,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-10-12,"2013 LAWRENCE AVE W, B",TORONTO,,
88248,PIZZA NOVA,EATING OR DRINKING ESTABLISHMENT,2006-05-05,240 DANFORTH AVE,TORONTO,,
88249,THE GOLDEN GATE RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-05-17,"2428 ISLINGTON AVE, #04",TORONTO,,
88250,MCNIES FISH & CHIPS,EATING OR DRINKING ESTABLISHMENT,2006-05-17,315 BURNHAMTHORPE RD,TORONTO,,
88251,BAR + MUSIC STUDIO,EATING OR DRINKING ESTABLISHMENT,2006-06-02,360 YONGE ST,TORONTO,,
88252,MASTER'S BUFFETERIA CATERING,EATING OR DRINKING ESTABLISHMENT,2006-05-17,310 BLOOR ST W,TORONTO,43.6669104391959,-79.4026872546459
88253,PIZZA PIZZA,EATING OR DRINKING ESTABLISHMENT,2006-05-30,"5500 LAWRENCE AVE E, #2",TORONTO,,
88254,HELENA'S MAGIC KITCHEN,EATING OR DRINKING ESTABLISHMENT,2006-09-01,"109 MCCAUL ST, #37",TORONTO,,
88255,SUBWAY,EATING OR DRINKING ESTABLISHMENT,2007-02-07,507 ST CLAIR AVE W,TORONTO,43.6831322282751,-79.41847480290275
88256,ISLAND FOODS,EATING OR DRINKING ESTABLISHMENT,2006-08-09,"1310 DON MILLS RD, #2",TORONTO,,
88257,BROWNES BISTRO,EATING OR DRINKING ESTABLISHMENT,2006-07-06,"1251 YONGE ST, BSMT",TORONTO,,
88258,FRESHWEST GRILL,EATING OR DRINKING ESTABLISHMENT,2006-08-03,STN TORONTO DOM,TORONTO,,
88259,STARBUCKS COFFEE STORE #4402,EATING OR DRINKING ESTABLISHMENT,2006-05-26,1250 BAY ST,TORONTO,,
88260,STARBUCKS COFFEE STORE #4524,EATING OR DRINKING ESTABLISHMENT,2006-05-26,208 QUEENS QUAY W,TORONTO,43.6397607713963,-79.38122275934928
88261,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-07-26,825 CALEDONIA RD,TORONTO,,
88262,ARIS PLACE,EATING OR DRINKING ESTABLISHMENT,2006-06-26,229 RONCESVALLES AVE,TORONTO,,
88263,PIZZA NOVA,EATING OR DRINKING ESTABLISHMENT,2006-06-22,"1701 MARTIN GROVE RD, #4",TORONTO,,
88264,SAMBUCAS ON CHURCH,EATING OR DRINKING ESTABLISHMENT,2006-07-26,"489 CHURCH ST, MAIN",TORONTO,,
88265,PHO ASIA 21,EATING OR DRINKING ESTABLISHMENT,2006-08-11,1208 KING ST W,TORONTO,43.63888841944976,-79.42769924668072
88266,QUEEN'S PASTA CAFE,EATING OR DRINKING ESTABLISHMENT,2006-06-22,2263 BLOOR ST W,TORONTO,43.6507337837671,-79.4781214855762
88267,HOT WOK,EATING OR DRINKING ESTABLISHMENT,2006-06-30,"7 PROGRESS AVE, #5",TORONTO,,
88268,PIZZA PIZZA,EATING OR DRINKING ESTABLISHMENT,2006-09-01,693 MOUNT PLEASANT RD,TORONTO,,
88269,STARBUCKS COFFEE #4703,EATING OR DRINKING ESTABLISHMENT,2006-12-04,5140 YONGE ST,TORONTO,,
88270,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-16,"1386 BAYVIEW AVE, #6",TORONTO,,
88271,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,4936 YONGE ST,TORONTO,,
88272,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,"462 BIRCHMOUNT RD, #56",TORONTO,,
88273,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,600 ELLESMERE RD,TORONTO,,
88274,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,"3555 DON MILLS RD, #20",TORONTO,,
88275,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,3351 LAWRENCE AVE E,TORONTO,,
88276,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-22,861 YORK MILLS RD,TORONTO,,
88277,STARBUCKS COFFEE #4667,EATING OR DRINKING ESTABLISHMENT,2006-10-04,"65 WICKSTEED AVE, C",TORONTO,,
88278,PIZZA HUT,EATING OR DRINKING ESTABLISHMENT,2006-08-10,666 BURNHAMTHORPE RD,TORONTO,,
88279,KANU,EATING OR DRINKING ESTABLISHMENT,2006-08-17,3832A BLOOR ST W,TORONTO,,
88280,MATAGALI RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-08-16,"69 ELM ST, BSMT",TORONTO,,
88281,ST. LOUIS BAR AND GRILL,EATING OR DRINKING ESTABLISHMENT,2006-08-01,2050 YONGE ST,TORONTO,,
88282,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-08-28,4751 LESLIE ST,TORONTO,,
88283,THE WINCHESTER CAFE,EATING OR DRINKING ESTABLISHMENT,2006-09-14,161 WINCHESTER ST,TORONTO,,
88284,CORA'S BREAKFAST & LUNCH,EATING OR DRINKING ESTABLISHMENT,2006-09-25,"1881 STEELES AVE W, #13",TORONTO,,
88285,THE COMMON,EATING OR DRINKING ESTABLISHMENT,2006-08-16,1071 COLLEGE ST,TORONTO,43.65278638425298,-79.43143041239553
88286,BOOSTER JUICE,EATING OR DRINKING ESTABLISHMENT,2006-10-04,"200 WELLINGTON ST W, #380",TORONTO,,
88287,MILL STREET BREW PUB,EATING OR DRINKING ESTABLISHMENT,2006-09-13,"55 MILL ST, #63",TORONTO,,
88288,PORTA VIA PANINI & SALADA,EATING OR DRINKING ESTABLISHMENT,2006-08-10,"5399 EGLINTON AVE W, #104",TORONTO,,
88289,TRIPLE TRIPLE PIZZA & CHICKEN,EATING OR DRINKING ESTABLISHMENT,2006-10-13,2639 EGLINTON AVE W,TORONTO,43.68997186481272,-79.4758853466598
88290,PHO PASTEUR,EATING OR DRINKING ESTABLISHMENT,2006-10-23,"525 DUNDAS ST W, #1",TORONTO,,
88291,MAKKAH RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-10-24,2980 DANFORTH AVE,TORONTO,,
88292,SUBWAY,EATING OR DRINKING ESTABLISHMENT,2006-10-12,"1800 THE QUEENSWAY, #7",TORONTO,,
88293,TIMOTHY'S WORLD COFFEE,EATING OR DRINKING ESTABLISHMENT,2006-10-12,"100 CONSILIUM PL, G16",TORONTO,,
88294,LUCY COFFEE SHOP,EATING OR DRINKING ESTABLISHMENT,2006-10-23,"201 CONSUMERS RD, #100",TORONTO,,
88295,TORONTO METROPOLITAN UNIVERSITY,EATING OR DRINKING ESTABLISHMENT,2006-09-22,"55 DUNDAS ST W, FL7",TORONTO,,
88296,TENDER TRAP RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-10-23,580 PARLIAMENT ST,TORONTO,,
88297,WIMPY'S DINER,EATING OR DRINKING ESTABLISHMENT,2006-10-23,590 SHEPPARD AVE W,TORONTO,43.75542891485949,-79.43893330304641
88298,NINKI,EATING OR DRINKING ESTABLISHMENT,2006-10-23,"40 KING ST W, #105-106",TORONTO,,
88299,ALBERT'S REAL JAMAICAN FOODS,EATING OR DRINKING ESTABLISHMENT,2006-10-23,542 ST CLAIR AVE W,TORONTO,43.6827726055588,-79.4202235824553
88300,COM TAM 168,EATING OR DRINKING ESTABLISHMENT,2006-10-24,1018 GERRARD ST E,TORONTO,,
88301,TIM HORTON'S,EATING OR DRINKING ESTABLISHMENT,2006-12-04,"500 REXDALE BLVD, E006",TORONTO,,
88302,RED CRANBERRIES RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-10-26,601 PARLIAMENT ST,TORONTO,,
88303,TIM HORTON'S,EATING OR DRINKING ESTABLISHMENT,2006-10-26,477-479 DUNDAS ST W,TORONTO,,
88304,T-BONES STEAKS & BURGERS RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2006-11-09,2540 EGLINTON AVE E,TORONTO,,
88305,GUILDWOOD SANDWICH SHOPPE,EATING OR DRINKING ESTABLISHMENT,2006-12-06,"91 GUILDWOOD PKY, #1",TORONTO,,
88306,CHINA ISLAND RESTAURANT LTD,EATING OR DRINKING ESTABLISHMENT,2006-10-30,1572 BLOOR ST W,TORONTO,43.6560395912925,-79.4538198288722
88307,BABOS DONER POINT,EATING OR DRINKING ESTABLISHMENT,2006-11-27,2216 EGLINTON AVE W,TORONTO,43.6930301367326,-79.4622143396113
88308,THE EAGLE TWINS,EATING OR DRINKING ESTABLISHMENT,2006-11-01,954 ST CLAIR AVE W,TORONTO,43.679547504996,-79.4359116034227
88309,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2006-11-27,2304 SHEPPARD AVE W,TORONTO,43.7346708386005,-79.5339552361093
88310,PIZZA PIZZA,EATING OR DRINKING ESTABLISHMENT,2006-11-23,1937 WESTON RD,TORONTO,,
88311,STARBUCKS COFFEE #4717,EATING OR DRINKING ESTABLISHMENT,2006-12-04,"5650 YONGE ST, #101",TORONTO,,
88312,PIZZA TAZZA,EATING OR DRINKING ESTABLISHMENT,2006-11-20,"878 WESTON RD, A",TORONTO,,
88313,TIM HORTONS,EATING OR DRINKING ESTABLISHMENT,2007-02-26,"900 DUFFERIN ST, #0565",TORONTO,,
88314,GAIVOTA CAFE BAR,EATING OR DRINKING ESTABLISHMENT,2006-12-06,1557 DUPONT ST,TORONTO,43.665375040441894,-79.45288219782252
88315,SEVEN NUMBERS EGLINTON,EATING OR DRINKING ESTABLISHMENT,2007-03-13,516 EGLINTON AVE W,TORONTO,43.70349057463901,-79.4137993159544
88316,STARBUCKS COFFEE #4742,EATING OR DRINKING ESTABLISHMENT,2007-01-24,2451 YONGE ST,TORONTO,,
88317,DUFF'S FAMOUS WINGS,EATING OR DRINKING ESTABLISHMENT,2007-01-03,558 COLLEGE ST,TORONTO,43.655549244379465,-79.4121953627286
88318,PIZZA NOVA STORE #2,EATING OR DRINKING ESTABLISHMENT,2007-01-30,4516 KINGSTON RD,TORONTO,,
88319,BUK CHANG DONG SOON TOFU II,EATING OR DRINKING ESTABLISHMENT,2007-02-05,5445 YONGE ST,TORONTO,,
88320,LULA LOUNGE,EATING OR DRINKING ESTABLISHMENT,2007-02-23,1585 DUNDAS ST W,TORONTO,43.6498266002465,-79.43462778584345
88321,COFFEE GARDEN,EATING OR DRINKING ESTABLISHMENT,2007-02-07,1333 SHEPPARD AVE E,TORONTO,,
88322,THE CHURCHILL,EATING OR DRINKING ESTABLISHMENT,2007-02-23,1212 DUNDAS ST W,TORONTO,43.64938897553393,-79.42286035682577
88323,FOXLEY BISTRO AND BAR,EATING OR DRINKING ESTABLISHMENT,2007-02-05,207 OSSINGTON AVE,TORONTO,,
88324,MARIA'S SPORTS BAR,EATING OR DRINKING ESTABLISHMENT,2007-05-15,1135 COLLEGE ST,TORONTO,43.65228909085779,-79.43390557002536
88325,ONE,EATING OR DRINKING ESTABLISHMENT,2007-04-19,116 YORKVILLE AVE,TORONTO,43.6707508771945,-79.3930382336237
88326,KING'S NOODLE RESTAURANT,EATING OR DRINKING ESTABLISHMENT,2007-03-16,296 SPADINA AVE,TORONTO,,
88327,WINNERS BAR & GRILL,EATING OR DRINKING ESTABLISHMENT,2007-06-01,2181 LAWRENCE AVE E,TORONTO,,
88328,SKYPORT COFFEE,EATING OR DRINKING ESTABLISHMENT,2007-02-26,"61 INTERNATIONAL BLVD, #105",TORONTO,,
88329,WENDY'S,EATING OR DRINKING ESTABLISHMENT,2007-05-29,2908 ELLESMERE RD,TORONTO,,
88330,WENDY'S,EATING OR DRINKING ESTABLISHMENT,2007-05-29,8129 SHEPPARD AVE E,TORONTO,,
88331,WINDIES RESTAURANT & SPORTS BAR,EATING OR DRINKING ESTABLISHMENT,2007-02-26,3330 LAWRENCE AVE E,TORONTO,,
88332,TIM HORTON'S,EATING OR DRINKING ESTABLISHMENT,2007-03-29,26 DUNDAS ST E,TORONTO,,
88333,TIM HORTON'S,EATING OR DRINKING ESTABLISHMENT,2007-03-29,"111 CARLTON ST, KIOSK",TORONTO,,
88334,SALTO ANTIPASTO LOUNGE,EATING OR DRINKING ESTABLISHMENT,2007-04-13,1138 DAVENPORT RD,TORONTO,43.6747100776494,-79.4309472494684
